2021-05-10 18:52:49,204:INFO:[Rank-0] args : Namespace(batch=384, dataset='cifar100', epochs=1, lr=0.01, rank=0, train_type='proposal', world=4)
2021-05-10 18:53:09,661:INFO:[Rank-0] step time 2.2846, epoch   0, step   1/131, loss 4.78326416, auc@1 0.00, auc@5 3.12, share 1, std_loss 0.018533626571297646,  4.78326 4.82789 4.79958 4.79974
2021-05-10 18:53:10,206:INFO:[Rank-0] step time 0.5441, epoch   0, step   2/131, loss 9.95247078, auc@1 1.04, auc@5 5.21, share 2, std_loss 0.26525445748120546,  9.95247 10.83937 9.74568 9.79416
2021-05-10 18:53:10,742:INFO:[Rank-0] step time 0.5343, epoch   0, step   3/131, loss 10.51711114, auc@1 1.04, auc@5 5.56, share 3, std_loss 0.3964135777205229,  10.51711 11.53576 9.97219 10.43836
2021-05-10 18:53:11,277:INFO:[Rank-0] step time 0.5337, epoch   0, step   4/131, loss 9.63749051, auc@1 1.04, auc@5 6.25, share 4, std_loss 0.5178978540934622,  9.63749 11.10129 9.05202 9.55203
2021-05-10 18:53:11,654:INFO:[Rank-0] step time 0.3762, epoch   0, step   5/131, loss 9.04489946, auc@1 1.25, auc@5 6.04, share 4, std_loss 0.55807272978127,  9.63749 11.10129 9.05202 9.55203
2021-05-10 18:53:12,052:INFO:[Rank-0] step time 0.3975, epoch   0, step   6/131, loss 8.45289119, auc@1 1.74, auc@5 6.42, share 4, std_loss 0.5585650469486912,  9.63749 11.10129 9.05202 9.55203
2021-05-10 18:53:12,615:INFO:[Rank-0] step time 0.5618, epoch   0, step   7/131, loss 7.99190453, auc@1 1.49, auc@5 5.95, share 5, std_loss 0.5655281684760537,  7.99190 9.46710 8.83493 8.88552
2021-05-10 18:53:12,993:INFO:[Rank-0] step time 0.3769, epoch   0, step   8/131, loss 8.12059116, auc@1 1.56, auc@5 5.86, share 5, std_loss 0.5520185206551105,  7.99190 9.46710 8.83493 8.88552
2021-05-10 18:53:13,562:INFO:[Rank-0] step time 0.5680, epoch   0, step   9/131, loss 7.77091376, auc@1 1.39, auc@5 6.02, share 6, std_loss 0.5461929550187455,  7.77091 8.73400 8.90624 8.46318
2021-05-10 18:53:13,940:INFO:[Rank-0] step time 0.3772, epoch   0, step  10/131, loss 7.88846903, auc@1 1.25, auc@5 5.73, share 6, std_loss 0.5271717915311456,  7.77091 8.73400 8.90624 8.46318
2021-05-10 18:53:14,340:INFO:[Rank-0] step time 0.3997, epoch   0, step  11/131, loss 7.87262422, auc@1 1.14, auc@5 5.40, share 6, std_loss 0.5079516126689586,  7.77091 8.73400 8.90624 8.46318
2021-05-10 18:53:14,894:INFO:[Rank-0] step time 0.5523, epoch   0, step  12/131, loss 7.71674526, auc@1 1.04, auc@5 5.47, share 7, std_loss 0.495781645954897,  7.71675 7.80673 8.20000 8.49756
2021-05-10 18:53:15,437:INFO:[Rank-0] step time 0.5419, epoch   0, step  13/131, loss 7.58240201, auc@1 1.04, auc@5 5.53, share 8, std_loss 0.48558340006722855,  7.58240 7.66749 8.05845 8.36594
2021-05-10 18:53:15,984:INFO:[Rank-0] step time 0.5451, epoch   0, step  14/131, loss 7.43082043, auc@1 1.19, auc@5 5.80, share 9, std_loss 0.47916493312056574,  7.43082 7.44428 7.98299 8.22088
2021-05-10 18:53:16,528:INFO:[Rank-0] step time 0.5433, epoch   0, step  15/131, loss 7.26192973, auc@1 1.11, auc@5 5.90, share 10, std_loss 0.47457223596672216,  7.26193 7.28207 7.88734 8.05717
2021-05-10 18:53:17,076:INFO:[Rank-0] step time 0.5462, epoch   0, step  16/131, loss 7.12250838, auc@1 1.04, auc@5 5.99, share 11, std_loss 0.4727060148725286,  7.12251 7.18558 7.81233 8.00848
2021-05-10 18:53:17,620:INFO:[Rank-0] step time 0.5424, epoch   0, step  17/131, loss 7.01581557, auc@1 1.16, auc@5 6.13, share 12, std_loss 0.4731892422937295,  7.01582 7.04177 7.73629 7.95727
2021-05-10 18:53:18,197:INFO:[Rank-0] step time 0.5756, epoch   0, step  18/131, loss 6.88330150, auc@1 1.22, auc@5 5.90, share 13, std_loss 0.47640385282122427,  6.88330 6.91683 7.71853 7.90218
2021-05-10 18:53:18,615:INFO:[Rank-0] step time 0.4179, epoch   0, step  19/131, loss 6.94522484, auc@1 1.15, auc@5 5.87, share 13, std_loss 0.47856963043542283,  6.88330 6.91683 7.71853 7.90218
2021-05-10 18:53:19,162:INFO:[Rank-0] step time 0.5453, epoch   0, step  20/131, loss 6.86376970, auc@1 1.09, auc@5 5.68, share 14, std_loss 0.4807529483921826,  6.86377 6.72603 7.61637 7.76041
2021-05-10 18:53:19,715:INFO:[Rank-0] step time 0.5520, epoch   0, step  21/131, loss 6.77412242, auc@1 1.09, auc@5 5.65, share 15, std_loss 0.48339019831092583,  6.77412 6.62976 7.51323 7.71454
2021-05-10 18:53:20,094:INFO:[Rank-0] step time 0.3776, epoch   0, step  22/131, loss 6.71598740, auc@1 1.09, auc@5 5.59, share 15, std_loss 0.4851421013643796,  6.77412 6.62976 7.51323 7.71454
2021-05-10 18:53:20,484:INFO:[Rank-0] step time 0.3898, epoch   0, step  23/131, loss 6.63303296, auc@1 1.09, auc@5 5.62, share 15, std_loss 0.4861475466548101,  6.77412 6.62976 7.51323 7.71454
